wiki_movie_id,freebase_movie_id,movie_name,movie_release_date,movie_box_office_revenue,movie_runtime,movie_languages,movie_countries,movie_genres,release_year,revenue,budget,imdb_id,combined_revenue,release_month,release_day,primaryTitle,startYear,averageRating,numVotes,director,inflated_revenue,inflated_budget
5708633,/m/0f0d1p,The Great New Wonderful,2006-06-23,172055.0,87.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/07s9rl0', 'Drama'), ('/m/0hj3n0w', 'Ensemble Film'), ('/m/01t_vv', 'Comedy-drama'), ('/m/0219x_', 'Indie')]",2006.0,,,,172055.0,6.0,23.0,,,0.0,0.0,Unknown,204841.9646686784,
12053509,/m/02vn81r,Loverboy,1989-04-28,3960327.0,98.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/06cvj', 'Romantic comedy'), ('/m/02l7c8', 'Romance Film'), ('/m/01z4y', 'Comedy')]",1989.0,3960327.0,,tt0097790,3960327.0,4.0,28.0,Loverboy,1989.0,6.1,8966.0,Joan Micklin Silver,7667439.0616577035,
7364373,/m/0kv612,The Covered Wagon,1923-01-01,3500000.0,23.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/02hmvc', 'Short Film'), ('/m/0253g1', 'Epic Western'), ('/m/0hfjk', 'Western'), ('/m/06ppq', 'Silent film'), ('/m/0219x_', 'Indie')]",1923.0,,,,3500000.0,1.0,1.0,,,0.0,0.0,Unknown,49268333.33333333,
7028314,/m/0h10pz,The Little Hut,1957-05-03,3600000.0,90.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/06cvj', 'Romantic comedy'), ('/m/02l7c8', 'Romance Film'), ('/m/01z4y', 'Comedy')]",1957.0,,,tt0050646,3600000.0,5.0,3.0,The Little Hut,1957.0,5.6,1022.0,Mark Robson,30757370.513200823,
5664529,/m/0dyy_v,Vixen!,1968-01-01,,70.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/01yldk', 'Softcore Porn'), ('/m/06b0n3', 'Sexploitation')]",1968.0,6000000.0,76000.0,tt0063787,6000000.0,1.0,1.0,Vixen!,1968.0,5.6,3184.0,Russ Meyer,41400373.7422137,524404.7340680402
12788657,/m/02x4zpv,The Boston Strangler,1968-01-01,17810894.0,116.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0lsxr', 'Crime Fiction'), ('/m/02n4kr', 'Mystery'), ('/m/01jfsb', 'Thriller'), ('/m/07s9rl0', 'Drama'), ('/m/02wtdps', 'Crime Thriller')]",1968.0,,,tt0062755,17810894.0,1.0,1.0,The Boston Strangler,1968.0,7.0,11080.0,Richard Fleischer,122896278.0471586,
3873713,/m/0b4f1s,Lee Dae-ro Can't Die,2005-08-18,4736013.0,108.0,"[('/m/02hwhyv', 'Korean Language')]","[('/m/06qd3', 'South Korea')]","[('/m/02kdv5l', 'Action'), ('/m/01z4y', 'Comedy')]",2005.0,,,,4736013.0,8.0,18.0,,,0.0,0.0,Unknown,5820407.397959461,
164387,/m/015wmg,...And Justice for All,1979-06-29,33300000.0,120.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/01jfsb', 'Thriller'), ('/m/0lsxr', 'Crime Fiction'), ('/m/01t_vv', 'Comedy-drama'), ('/m/02n4kr', 'Mystery'), ('/m/06nbt', 'Satire'), ('/m/07s9rl0', 'Drama'), ('/m/01z4y', 'Comedy'), ('/m/0gs6m', 'Legal drama'), ('/m/05bh16v', 'Courtroom Drama'), ('/m/03pgfj', 'New Hollywood'), ('/m/0c3351', 'Suspense')]",1979.0,33300000.0,,tt0078718,33300000.0,6.0,29.0,And Justice for All,1979.0,7.4,41121.0,Norman Jewison,110123853.25525317,
24282217,/m/07sb8_t,The Naked Kitchen,2009-02-05,638181.0,102.0,"[('/m/02hwhyv', 'Korean Language')]","[('/m/06qd3', 'South Korea')]","[('/m/03q4nz', 'World cinema'), ('/m/01t_vv', 'Comedy-drama'), ('/m/07s9rl0', 'Drama'), ('/m/01z4y', 'Comedy'), ('/m/068d7h', 'Romantic drama'), ('/m/02l7c8', 'Romance Film')]",2009.0,,,,638181.0,2.0,5.0,,,0.0,0.0,Unknown,713946.8419456783,
7767613,/m/026ccts,Star!,1968-07-18,4000000.0,176.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/017fp', 'Biography'), ('/m/04t36', 'Musical'), ('/m/07s9rl0', 'Drama'), ('/m/0hj3mws', 'Biopic [feature]'), ('/m/03bxz7', 'Biographical film'), ('/m/02wtdkf', 'Musical Drama')]",1968.0,14000000.0,14320000.0,tt0063642,4000000.0,7.0,18.0,Star!,1968.0,6.4,2304.0,Robert Wise,27600249.161475804,98808891.99808337
164388,/m/015wmt,The Great Santini,1979-10-26,4702575.0,115.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/02h8pkk', 'Family Drama'), ('/m/07s9rl0', 'Drama')]",1979.0,,,tt0079239,4702575.0,10.0,26.0,The Great Santini,1979.0,7.1,7142.0,Lewis John Carlino,15551521.898553219,
22985953,/m/064kyn2,Beachhead,1954-02-05,1400000.0,90.0,[],"[('/m/09c7w0', 'United States of America')]","[('/m/03btsm8', 'Action/Adventure'), ('/m/02kdv5l', 'Action'), ('/m/07s9rl0', 'Drama'), ('/m/060__y', 'Film adaptation'), ('/m/082gq', 'War film')]",1954.0,,,tt0046757,1400000.0,2.0,5.0,Beachhead,1954.0,5.6,1217.0,Stuart Heisler,12514340.16139044,
3550323,/m/09kzfd,Things to Do in Denver When You're Dead,1995-10-01,529677.0,115.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/01jfsb', 'Thriller'), ('/m/0lsxr', 'Crime Fiction'), ('/m/0hj3m_x', 'Crime Comedy'), ('/m/0gw5w78', 'Gangster Film'), ('/m/01z4y', 'Comedy'), ('/m/02wtdps', 'Crime Thriller'), ('/m/0c3351', 'Suspense')]",1995.0,529766.0,8000000.0,tt0114660,529677.0,10.0,1.0,Things to Do in Denver When You're Dead,1995.0,6.7,30181.0,Gary Fleder,834253.1511659193,12600179.37219731
1765938,/m/05v5ws,Convoy,1978-01-01,45000000.0,111.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/03btsm8', 'Action/Adventure'), ('/m/02kdv5l', 'Action'), ('/m/07s9rl0', 'Drama'), ('/m/01z4y', 'Comedy')]",1978.0,22765081.0,12000000.0,tt0077369,45000000.0,1.0,1.0,Convoy,1978.0,6.3,19404.0,Sam Peckinpah,165564473.6842105,44150526.315789476
1305819,/m/04rjwf,C.H.U.D.,1984-08-31,4650000.0,96.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0g092b', 'Monster movie'), ('/m/06vxwl5', 'Natural horror films'), ('/m/06n90', 'Science Fiction'), ('/m/0qdzd', 'B-movie'), ('/m/0hj3m_q', 'Creature Film'), ('/m/01q03', 'Cult'), ('/m/07s9rl0', 'Drama'), ('/m/03npn', 'Horror'), ('/m/01585b', 'Slasher')]",1984.0,3412497.0,1250000.0,tt0087015,4650000.0,8.0,31.0,C.H.U.D.,1984.0,5.6,14377.0,Douglas Cheek,10743141.26423873,2887941.2000641744
1031231,/m/03_wh5,"Black Cat, White Cat",1998-09-10,351447.0,135.0,"[('/m/012psb', 'Romani language'), ('/m/02bjrlw', 'Italian Language'), ('/m/06x8y', 'Serbo-Croatian'), ('/m/01bkv', 'Bulgarian Language'), ('/m/0k0sb', 'Serbian language'), ('/m/04306rv', 'German Language')]","[('/m/0f8l9c', 'France'), ('/m/087vz', 'Yugoslavia'), ('/m/0345h', 'Germany')]","[('/m/06cvj', 'Romantic comedy'), ('/m/01z4y', 'Comedy'), ('/m/04rlf', 'Music'), ('/m/0hj3mz5', 'Comedy of Errors'), ('/m/02l7c8', 'Romance Film'), ('/m/09q17', 'Slapstick')]",1998.0,,,tt0118843,351447.0,9.0,10.0,"Black Cat, White Cat",1998.0,8.0,57018.0,Emir Kusturica,517456.9727733756,
6305925,/m/0g08ws,The Astronaut Farmer,2006-10-15,11130889.0,104.0,"[('/m/02h40lc', 'English Language'), ('/m/06nm1', 'Spanish Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/06n90', 'Science Fiction'), ('/m/09n5t_', 'Americana'), ('/m/07s9rl0', 'Drama'), ('/m/03k9fj', 'Adventure'), ('/m/0219x_', 'Indie')]",2006.0,11130889.0,13000000.0,tt0469263,11130889.0,10.0,15.0,The Astronaut Farmer,2006.0,6.3,23431.0,Michael Polish,13252001.80912488,15477292.38146418
196176,/m/01bwgr,Straw Dogs,1971-11-03,11148828.0,118.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America'), ('/m/07ssc', 'United Kingdom')]","[('/m/01jfsb', 'Thriller'), ('/m/07s9rl0', 'Drama')]",1971.0,3251794.0,2200000.0,tt0067800,11148828.0,11.0,3.0,Straw Dogs,1971.0,7.4,65509.0,Sam Peckinpah,66082698.98993208,13040109.487548877
9944484,/m/04dld6,The Battle of Algiers,1966-09-03,,121.0,"[('/m/064_8sq', 'French Language'), ('/m/0jzc', 'Arabic Language'), ('/m/02bjrlw', 'Italian Language'), ('/m/02h40lc', 'English Language')]","[('/m/03rjj', 'Italy'), ('/m/0h3y', 'Algeria')]","[('/m/0lsxr', 'Crime Fiction'), ('/m/03q4nz', 'World cinema'), ('/m/07s9rl0', 'Drama'), ('/m/082gq', 'War film'), ('/m/03mqtr', 'Political drama'), ('/m/03hn0', 'Historical drama')]",1966.0,921548.0,800000.0,tt0058946,921548.0,9.0,3.0,The Battle of Algiers,1966.0,8.1,67335.0,Gillo Pontecorvo,6814216.927157894,5915452.6315789465
748616,/m/03813g,"Spring, Summer, Fall, Winter... and Spring",2003-08-14,9524745.0,95.0,"[('/m/02hwhyv', 'Korean Language')]","[('/m/06qd3', 'South Korea'), ('/m/0345h', 'Germany')]","[('/m/07s9rl0', 'Drama'), ('/m/03q4nz', 'World cinema')]",2003.0,6502364.0,,tt0374546,9524745.0,8.0,14.0,"Spring, Summer, Fall, Winter... and Spring",2003.0,8.0,87809.0,Kim Ki-duk,12426765.448729329,
31505444,/m/09vv2_n,Blockade,1938-06-16,665523.0,85.0,[],"[('/m/09c7w0', 'United States of America')]","[('/m/03k9fj', 'Adventure'), ('/m/03btsm8', 'Action/Adventure'), ('/m/07s9rl0', 'Drama'), ('/m/082gq', 'War film'), ('/m/068d7h', 'Romantic drama'), ('/m/02l7c8', 'Romance Film'), ('/m/02kdv5l', 'Action')]",1938.0,,,tt0029924,665523.0,6.0,16.0,Blockade,1938.0,5.6,651.0,William Dieterle,11335088.556936724,
336846,/m/01xlqd,Grease,1978-06-16,394589888.0,225.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/06cvj', 'Romantic comedy'), ('/m/0hn10', 'LGBT'), ('/m/04t36', 'Musical'), ('/m/01z4y', 'Comedy'), ('/m/02l7c8', 'Romance Film'), ('/m/02b5_l', 'Teen')]",1978.0,181813770.0,6000000.0,tt0077631,394589888.0,6.0,16.0,Grease,1978.0,7.2,307491.0,Randal Kleiser,1451779269.5073683,22075263.157894738
27463222,/m/0c037x9,Vanishing on 7th Street,2010-09-12,,92.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/01jfsb', 'Thriller'), ('/m/03npn', 'Horror'), ('/m/0fdjb', 'Supernatural'), ('/m/0hj3n4p', 'Gothic Film'), ('/m/02n4kr', 'Mystery'), ('/m/0c3351', 'Suspense'), ('/m/01drsx', 'Disaster')]",2010.0,1068682.0,10000000.0,tt1452628,1068682.0,9.0,12.0,Vanishing on 7th Street,2010.0,4.9,27687.0,Brad Anderson,1176266.3124189328,11006700.893426977
3033993,/m/08m1s2,Becoming Jane,2007-03-02,37311672.0,112.0,"[('/m/02h40lc', 'English Language')]","[('/m/03rt9', 'Ireland'), ('/m/07ssc', 'United Kingdom')]","[('/m/017fp', 'Biography'), ('/m/04xvh5', 'Costume drama'), ('/m/04xvlr', 'Period piece'), ('/m/07s9rl0', 'Drama'), ('/m/0hj3mws', 'Biopic [feature]'), ('/m/068d7h', 'Romantic drama'), ('/m/02l7c8', 'Romance Film'), ('/m/03bxz7', 'Biographical film')]",2007.0,37311672.0,16500000.0,tt0416508,37311672.0,3.0,2.0,Becoming Jane,2007.0,7.0,66000.0,Julian Jarrold,43189757.42774613,19099412.043443434
5696825,/m/0d_ng1,The Dark Half,1993-04-23,,122.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/060__y', 'Film adaptation'), ('/m/03npn', 'Horror'), ('/m/09blyk', 'Psychological thriller'), ('/m/0fdjb', 'Supernatural')]",1993.0,10611160.0,15000000.0,tt0106664,10611160.0,4.0,23.0,The Dark Half,1993.0,6.0,20331.0,George A. Romero,17629681.776613787,24921424.862993937
103021,/m/0p_sc,Midnight Express,1978-08-31,35000000.0,121.0,"[('/m/064_8sq', 'French Language'), ('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America'), ('/m/07ssc', 'United Kingdom')]","[('/m/01jfsb', 'Thriller'), ('/m/0hn10', 'LGBT'), ('/m/0219x_', 'Indie'), ('/m/0lsxr', 'Crime Fiction'), ('/m/0hj3n1c', 'Escape Film'), ('/m/0hj3mws', 'Biopic [feature]'), ('/m/07s9rl0', 'Drama'), ('/m/03bxz7', 'Biographical film'), ('/m/0d1w9', 'Prison'), ('/m/03k9fj', 'Adventure')]",1978.0,35000000.0,2300000.0,tt0077928,35000000.0,8.0,31.0,Midnight Express,1978.0,7.5,89670.0,Alan Parker,128772368.42105262,8462184.210526314
1940449,/m/067p6m,RoboCop 3,1993-11-05,10600000.0,105.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0lsxr', 'Crime Fiction'), ('/m/01jfsb', 'Thriller'), ('/m/06n90', 'Science Fiction'), ('/m/04pbhw', 'Superhero movie'), ('/m/03btsm8', 'Action/Adventure'), ('/m/02kdv5l', 'Action')]",1993.0,10696210.0,22000000.0,tt0107978,10600000.0,11.0,5.0,RoboCop 3,1993.0,4.2,55423.0,Fred Dekker,17611140.236515716,36551423.13239111
6703617,/m/0gj6pd,The Forbidden Kingdom,2008-04-04,127906624.0,105.0,"[('/m/0653m', 'Standard Mandarin'), ('/m/02h40lc', 'English Language'), ('/m/0459q4', 'Standard Cantonese')]","[('/m/09c7w0', 'United States of America'), ('/m/03h64', 'Hong Kong'), ('/m/0d05w3', 'China')]","[('/m/08322', 'Wuxia'), ('/m/0hj3n2k', 'Fantasy Adventure'), ('/m/03k9fj', 'Adventure'), ('/m/03btsm8', 'Action/Adventure'), ('/m/04xvlr', 'Period piece'), ('/m/04t2t', 'Martial Arts Film'), ('/m/01hmnh', 'Fantasy'), ('/m/02l7c8', 'Romance Film'), ('/m/02kdv5l', 'Action'), ('/m/0gw5qqq', 'Chinese Movies')]",2008.0,127906624.0,55000000.0,tt0865556,127906624.0,4.0,4.0,The Forbidden Kingdom,2008.0,6.5,110536.0,Rob Minkoff,142583139.64834902,61310919.1331576
362719,/m/01_mdl,Superman,1978-12-10,300218018.0,151.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America'), ('/m/07ssc', 'United Kingdom')]","[('/m/06n90', 'Science Fiction'), ('/m/03k9fj', 'Adventure'), ('/m/04pbhw', 'Superhero movie'), ('/m/03btsm8', 'Action/Adventure'), ('/m/0hqxf', 'Family Film'), ('/m/02kdv5l', 'Action')]",1978.0,300218018.0,55000000.0,tt0078346,300218018.0,12.0,10.0,Superman,1978.0,7.4,191227.0,Richard Donner,1104565292.015263,202356578.9473684
4459059,/m/0c3lr0,Trial and Error,1997-05-30,14598571.0,99.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/06cvj', 'Romantic comedy'), ('/m/02l7c8', 'Romance Film'), ('/m/09q17', 'Slapstick'), ('/m/01z4y', 'Comedy'), ('/m/0219x_', 'Indie')]",1997.0,,,tt0120373,14598571.0,5.0,30.0,Trial and Error,1997.0,5.8,7899.0,Jonathan Lynn,21828024.06661094,
413207,/m/025cm9,Taxi,1998-04-08,,86.0,"[('/m/064_8sq', 'French Language')]","[('/m/0f8l9c', 'France')]","[('/m/0lsxr', 'Crime Fiction'), ('/m/0556j8', 'Buddy film'), ('/m/01z4y', 'Comedy')]",1998.0,268254.0,,tt0152930,268254.0,4.0,8.0,Taxi,1998.0,7.0,91089.0,Gérard Pirès,394966.8165451664,
4069274,/m/0bghc4,When Will I Be Loved,2004-09-10,,81.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0hj3n16', 'Erotic Drama'), ('/m/02js9', 'Erotica'), ('/m/0glj9q', 'Erotic thriller'), ('/m/07s9rl0', 'Drama'), ('/m/068d7h', 'Romantic drama'), ('/m/02l7c8', 'Romance Film'), ('/m/0219x_', 'Indie')]",2004.0,159429.0,,tt0396271,159429.0,9.0,10.0,When Will I Be Loved,2004.0,4.4,3583.0,James Toback,202580.61894202768,
3681139,/m/09v460,Necessary Roughness,1991-09-27,26255594.0,108.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/01z02hx', 'Sports'), ('/m/01z4y', 'Comedy')]",1991.0,,,tt0102517,26255594.0,9.0,27.0,Necessary Roughness,1991.0,6.2,13375.0,Stan Dragoti,46269576.394226275,
5549065,/m/0ds11z,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-03,152523164.0,117.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America'), ('/m/07ssc', 'United Kingdom')]","[('/m/0lsxr', 'Crime Fiction'), ('/m/0fx2s', 'Tragedy'), ('/m/03npn', 'Horror'), ('/m/0fdjb', 'Supernatural'), ('/m/04t36', 'Musical'), ('/m/07s9rl0', 'Drama')]",2007.0,152000000.0,50000000.0,tt0408236,152523164.0,12.0,3.0,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,7.3,392987.0,Tim Burton,176551682.14579988,57877006.19225283
171058,/m/016z5x,Chaplin,1992-12-25,9493259.0,145.0,"[('/m/02h40lc', 'English Language')]","[('/m/0f8l9c', 'France'), ('/m/09c7w0', 'United States of America'), ('/m/03rjj', 'Italy'), ('/m/07ssc', 'United Kingdom')]","[('/m/017fp', 'Biography'), ('/m/0219x_', 'Indie'), ('/m/04xvh5', 'Costume drama'), ('/m/04xvlr', 'Period piece'), ('/m/07s9rl0', 'Drama'), ('/m/0hj3mws', 'Biopic [feature]'), ('/m/03bxz7', 'Biographical film')]",1992.0,,,tt0103939,9493259.0,12.0,25.0,Chaplin,1992.0,7.5,63202.0,Richard Attenborough,16237915.63147286,
2608958,/m/07rf_1,Nothing to Lose,1997-07-18,44480039.0,97.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0lsxr', 'Crime Fiction'), ('/m/03btsm8', 'Action/Adventure'), ('/m/02kdv5l', 'Action'), ('/m/0556j8', 'Buddy film'), ('/m/01z4y', 'Comedy')]",1997.0,,25000000.0,tt0119807,44480039.0,7.0,18.0,Nothing to Lose,1997.0,6.7,50078.0,Steve Oedekerk,66507287.718489245,37380412.21057003
2546429,/m/07m7j8,Friday the 13th: The Final Chapter,1984-04-13,32980880.0,91.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/01q03', 'Cult'), ('/m/03npn', 'Horror'), ('/m/01585b', 'Slasher'), ('/m/02b5_l', 'Teen')]",1984.0,32980880.0,2600000.0,tt0087298,32980880.0,4.0,13.0,Friday the 13th: The Final Chapter,1984.0,6.0,61539.0,Joseph Zito,76197473.73309803,6006917.696133483
31686022,/m/04j35n6,I'm Losing You,1998-09-17,13996.0,81.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0hj3n0w', 'Ensemble Film'), ('/m/02h8pkk', 'Family Drama'), ('/m/07s9rl0', 'Drama'), ('/m/0219x_', 'Indie'), ('/m/060__y', 'Film adaptation')]",1998.0,,,,13996.0,9.0,17.0,,,0.0,0.0,Unknown,20607.169191759112,
24416479,/m/07s7_c0,Beastmaster 2: Through the Portal of Time,1991-08-31,869235.0,107.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0dz8b', 'Sword and sorcery'), ('/m/06n90', 'Science Fiction'), ('/m/02kdv5l', 'Action'), ('/m/01hmnh', 'Fantasy'), ('/m/03k9fj', 'Adventure')]",1991.0,869325.0,6000000.0,tt0101412,869235.0,8.0,31.0,Beastmaster 2: Through the Portal of Time,1991.0,4.1,3655.0,Sylvio Tabet,1531831.0923392277,10573649.880682861
12490207,/m/02w8rhv,Over the Rainbow,2002-05-17,2549834.0,109.0,"[('/m/02hwhyv', 'Korean Language'), ('/m/012w70', 'Cantonese')]","[('/m/06qd3', 'South Korea')]","[('/m/06cvj', 'Romantic comedy'), ('/m/01jfsb', 'Thriller'), ('/m/03q4nz', 'World cinema'), ('/m/07s9rl0', 'Drama'), ('/m/068d7h', 'Romantic drama'), ('/m/02l7c8', 'Romance Film')]",2002.0,,,,2549834.0,5.0,17.0,,,0.0,0.0,Unknown,3402242.856485522,
3883051,/m/0b4y0r,National Lampoon's Class Reunion,1982-10-29,10054150.0,84.0,"[('/m/02h40lc', 'English Language')]","[('/m/09c7w0', 'United States of America')]","[('/m/0gf28', 'Parody'), ('/m/0219x_', 'Indie'), ('/m/01jw2w', 'Gross-out film'), ('/m/06nbt', 'Satire'), ('/m/01z4y', 'Comedy'), ('/m/0bbc17', 'Gross out'), ('/m/01585b', 'Slasher'), ('/m/0hj3n7f', 'Horror Comedy')]",1982.0,,,,10054150.0,10.0,29.0,,,0.0,0.0,Unknown,25005886.577633847,
